db,model_id,temperature,n_shots,n_attempts,agentic,elapsed_time,consistencies,accuracy_score,precision_score,recall_score,f1_score,specificity_score,balanced_accuracy_score
eICU-CRD,meta.llama3-70b-instruct-v1:0,0.2,4,1,False,56.828,,0.98,0.846,1.0,0.917,0.978,0.989
eICU-CRD,meta.llama3-70b-instruct-v1:0,0.2,2,1,False,53.418,,0.97,0.786,1.0,0.88,0.966,0.983
eICU-CRD,meta.llama3-70b-instruct-v1:0,0.2,1,1,False,50.546,,0.98,0.846,1.0,0.917,0.978,0.989
eICU-CRD,meta.llama3-70b-instruct-v1:0,0.2,0,1,False,46.632,,0.97,0.786,1.0,0.88,0.966,0.983
eICU-CRD,mistral.mixtral-8x7b-instruct-v0:1,0.2,10,1,False,43.308,,0.905,0.611,1.0,0.759,0.893,0.947
eICU-CRD,mistral.mixtral-8x7b-instruct-v0:1,0.2,8,1,False,41.187,,0.795,0.611,1.0,0.759,0.77,0.885
eICU-CRD,mistral.mixtral-8x7b-instruct-v0:1,0.2,5,1,False,40.241,,0.835,0.667,1.0,0.8,0.815,0.907
eICU-CRD,mistral.mixtral-8x7b-instruct-v0:1,0.2,4,1,False,38.183,,0.905,0.688,1.0,0.815,0.893,0.947
eICU-CRD,mistral.mixtral-8x7b-instruct-v0:1,0.2,2,1,False,39.092,,0.955,0.815,1.0,0.898,0.949,0.975
eICU-CRD,mistral.mixtral-8x7b-instruct-v0:1,0.2,1,1,False,40.142,,0.89,0.786,1.0,0.88,0.876,0.938
eICU-CRD,mistral.mixtral-8x7b-instruct-v0:1,0.2,0,1,False,38.636,,0.9,0.815,1.0,0.898,0.888,0.944
eICU-CRD,gpt-3.5-turbo,0.2,10,1,False,77.382,,0.38,0.151,1.0,0.262,0.303,0.652
eICU-CRD,gpt-3.5-turbo,0.2,8,1,False,72.29,,0.18,0.118,1.0,0.212,0.079,0.539
eICU-CRD,gpt-3.5-turbo,0.2,5,1,False,69.516,,0.36,0.147,1.0,0.256,0.281,0.64
eICU-CRD,gpt-3.5-turbo,0.2,4,1,False,71.761,,0.775,0.328,1.0,0.494,0.747,0.874
eICU-CRD,gpt-3.5-turbo,0.2,2,1,False,70.845,,0.485,0.176,1.0,0.299,0.421,0.711
eICU-CRD,gpt-3.5-turbo,0.2,1,1,False,77.954,,0.87,0.458,1.0,0.629,0.854,0.927
eICU-CRD,gpt-3.5-turbo,0.2,0,1,False,72.114,,0.82,0.379,1.0,0.55,0.798,0.899
eICU-CRD,gpt-4o,0.2,10,1,False,81.979,,0.99,0.917,1.0,0.957,0.989,0.994
eICU-CRD,gpt-4o,0.2,8,1,False,78.06,,0.99,0.917,1.0,0.957,0.989,0.994
eICU-CRD,gpt-4o,0.2,5,1,False,71.065,,0.99,0.917,1.0,0.957,0.989,0.994
eICU-CRD,gpt-4o,0.2,4,1,False,77.024,,0.99,0.917,1.0,0.957,0.989,0.994
eICU-CRD,gpt-4o,0.2,2,1,False,76.247,,0.99,0.917,1.0,0.957,0.989,0.994
eICU-CRD,gpt-4o,0.2,1,1,False,72.922,,0.99,0.917,1.0,0.957,0.989,0.994
eICU-CRD,gpt-4o,0.2,0,1,False,74.224,,0.99,0.917,1.0,0.957,0.989,0.994
