db,model_id,temperature,n_shots,n_attempts,agentic,elapsed_time,consistencies,accuracy_score,precision_score,recall_score,f1_score,specificity_score,balanced_accuracy_score
eICU-CRD,gpt-3.5-turbo,0.2,8,1,False,73.907,,0.335,0.05,1.0,0.095,0.311,0.655
eICU-CRD,gpt-3.5-turbo,0.2,5,1,False,70.523,,0.77,0.132,1.0,0.233,0.762,0.881
eICU-CRD,gpt-3.5-turbo,0.2,4,1,False,73.16,,0.675,0.097,1.0,0.177,0.663,0.832
eICU-CRD,gpt-3.5-turbo,0.2,2,1,False,69.435,,0.495,0.065,1.0,0.122,0.477,0.738
eICU-CRD,gpt-3.5-turbo,0.2,1,1,False,74.228,,0.945,0.389,1.0,0.56,0.943,0.972
eICU-CRD,gpt-3.5-turbo,0.2,0,1,False,73.266,,0.915,0.292,1.0,0.452,0.912,0.956
eICU-CRD,gpt-4o,0.2,10,1,False,79.549,,0.99,0.857,0.857,0.857,0.995,0.926
eICU-CRD,gpt-4o,0.2,8,1,False,86.866,,0.99,0.857,0.857,0.857,0.995,0.926
eICU-CRD,gpt-4o,0.2,5,1,False,76.916,,0.995,0.875,1.0,0.933,0.995,0.997
eICU-CRD,gpt-4o,0.2,4,1,False,80.687,,0.99,0.778,1.0,0.875,0.99,0.995
eICU-CRD,gpt-4o,0.2,2,1,False,75.729,,0.99,0.778,1.0,0.875,0.99,0.995
eICU-CRD,gpt-4o,0.2,1,1,False,76.09,,0.99,0.778,1.0,0.875,0.99,0.995
eICU-CRD,gpt-4o,0.2,0,1,False,95.666,,0.99,0.778,1.0,0.875,0.99,0.995
